"Date","Price","Open","High","Low","Change %"
"Aug 06, 2020","1.1068","1.1055","1.1132","1.1044","0.15%"
"Aug 05, 2020","1.1051","1.1075","1.1099","1.1037","-0.18%"
"Aug 04, 2020","1.1071","1.1115","1.1123","1.1058","-0.36%"
"Aug 03, 2020","1.1111","1.1103","1.1135","1.1091","0.05%"
"Jul 31, 2020","1.1105","1.1055","1.1137","1.1031","0.49%"
"Jul 30, 2020","1.1051","1.1022","1.1094","1.1012","0.30%"
"Jul 29, 2020","1.1018","1.1037","1.1070","1.1000","-0.15%"
"Jul 28, 2020","1.1034","1.0963","1.1048","1.0946","0.67%"
"Jul 27, 2020","1.0961","1.0976","1.0996","1.0930","-0.10%"
"Jul 24, 2020","1.0972","1.0987","1.1010","1.0957","-0.11%"
"Jul 23, 2020","1.0984","1.1006","1.1016","1.0958","-0.16%"
"Jul 22, 2020","1.1002","1.1045","1.1050","1.0942","-0.35%"
"Jul 21, 2020","1.1041","1.1063","1.1113","1.1039","-0.16%"
"Jul 20, 2020","1.1059","1.1001","1.1077","1.0941","0.60%"
"Jul 17, 2020","1.0993","1.1026","1.1042","1.0944","-0.26%"
"Jul 16, 2020","1.1022","1.1027","1.1043","1.0993","-0.01%"
"Jul 15, 2020","1.1023","1.1013","1.1060","1.1005","0.15%"
"Jul 14, 2020","1.1007","1.1071","1.1078","1.0970","-0.52%"
"Jul 13, 2020","1.1065","1.1164","1.1181","1.1062","-0.90%"
"Jul 10, 2020","1.1166","1.1172","1.1191","1.1147","-0.02%"
"Jul 09, 2020","1.1168","1.1130","1.1180","1.1109","0.35%"
"Jul 08, 2020","1.1129","1.1126","1.1144","1.1095","0.05%"
"Jul 07, 2020","1.1123","1.1047","1.1156","1.1037","0.72%"
"Jul 06, 2020","1.1043","1.1107","1.1108","1.1026","-0.48%"
"Jul 03, 2020","1.1096","1.1093","1.1111","1.1073","0.05%"
"Jul 02, 2020","1.1091","1.1087","1.1109","1.1068","0.09%"
"Jul 01, 2020","1.1081","1.1041","1.1097","1.1013","0.41%"
"Jun 30, 2020","1.1036","1.0940","1.1042","1.0934","0.91%"
"Jun 29, 2020","1.0936","1.0987","1.1009","1.0894","-0.50%"
"Jun 26, 2020","1.0991","1.1067","1.1083","1.0986","-0.67%"
"Jun 25, 2020","1.1065","1.1039","1.1112","1.1029","0.28%"
"Jun 24, 2020","1.1034","1.1071","1.1092","1.1019","-0.30%"
"Jun 23, 2020","1.1067","1.1069","1.1091","1.1012","0.02%"
"Jun 22, 2020","1.1065","1.1046","1.1088","1.1022","0.11%"
"Jun 19, 2020","1.1053","1.1091","1.1105","1.1020","-0.31%"
"Jun 18, 2020","1.1087","1.1167","1.1176","1.1057","-0.68%"
"Jun 17, 2020","1.1163","1.1165","1.1191","1.1121","0.02%"
"Jun 16, 2020","1.1161","1.1132","1.1225","1.1121","0.30%"
"Jun 15, 2020","1.1128","1.1140","1.1161","1.1079","-0.10%"
"Jun 12, 2020","1.1139","1.1152","1.1177","1.1113","-0.09%"
"Jun 11, 2020","1.1149","1.1207","1.1214","1.1091","-0.51%"
"Jun 10, 2020","1.1206","1.1222","1.1260","1.1194","-0.14%"
"Jun 09, 2020","1.1222","1.1265","1.1283","1.1182","-0.36%"
"Jun 08, 2020","1.1262","1.1233","1.1276","1.1199","0.39%"
"Jun 05, 2020","1.1218","1.1109","1.1256","1.1100","1.01%"
"Jun 04, 2020","1.1106","1.1193","1.1202","1.1099","-0.75%"
"Jun 03, 2020","1.1190","1.1235","1.1265","1.1185","-0.37%"
"Jun 02, 2020","1.1232","1.1219","1.1280","1.1207","0.12%"
"Jun 01, 2020","1.1218","1.1120","1.1235","1.1079","0.87%"
"May 29, 2020","1.1121","1.1122","1.1140","1.1043","0.03%"
"May 28, 2020","1.1118","1.1134","1.1161","1.1115","-0.10%"
"May 27, 2020","1.1129","1.1229","1.1254","1.1117","-0.87%"
"May 26, 2020","1.1227","1.1184","1.1265","1.1177","0.47%"
"May 25, 2020","1.1175","1.1169","1.1203","1.1163","0.11%"
"May 22, 2020","1.1163","1.1164","1.1203","1.1144","0.03%"
"May 21, 2020","1.1160","1.1149","1.1183","1.1108","0.13%"
"May 20, 2020","1.1146","1.1213","1.1224","1.1130","-0.61%"
"May 19, 2020","1.1214","1.1174","1.1234","1.1159","0.38%"
"May 18, 2020","1.1171","1.1174","1.1246","1.1156","-0.17%"
"May 15, 2020","1.1190","1.1317","1.1327","1.1183","-1.10%"
"May 14, 2020","1.1314","1.1305","1.1332","1.1272","0.10%"
"May 13, 2020","1.1303","1.1302","1.1356","1.1263","0.04%"
"May 12, 2020","1.1299","1.1415","1.1430","1.1295","-0.96%"
"May 11, 2020","1.1408","1.1442","1.1475","1.1354","-0.32%"
"May 08, 2020","1.1445","1.1411","1.1480","1.1399","0.32%"
"May 07, 2020","1.1408","1.1434","1.1485","1.1374","-0.20%"
"May 06, 2020","1.1431","1.1471","1.1499","1.1418","-0.36%"
"May 05, 2020","1.1472","1.1409","1.1509","1.1399","0.60%"
"May 04, 2020","1.1404","1.1383","1.1424","1.1343","0.18%"
"May 01, 2020","1.1384","1.1495","1.1508","1.1367","-0.92%"
"Apr 30, 2020","1.1490","1.1465","1.1537","1.1436","0.24%"
"Apr 29, 2020","1.1462","1.1484","1.1505","1.1419","-0.14%"
"Apr 28, 2020","1.1478","1.1479","1.1511","1.1458","0.04%"
"Apr 27, 2020","1.1473","1.1431","1.1482","1.1422","0.41%"
"Apr 24, 2020","1.1426","1.1453","1.1480","1.1402","-0.28%"
"Apr 23, 2020","1.1458","1.1395","1.1484","1.1385","0.57%"
"Apr 22, 2020","1.1393","1.1324","1.1400","1.1313","0.64%"
"Apr 21, 2020","1.1320","1.1450","1.1461","1.1279","-1.10%"
"Apr 20, 2020","1.1446","1.1500","1.1509","1.1435","-0.40%"
"Apr 17, 2020","1.1492","1.1497","1.1518","1.1460","0.01%"
"Apr 16, 2020","1.1491","1.1472","1.1501","1.1454","0.19%"
"Apr 15, 2020","1.1469","1.1496","1.1501","1.1432","-0.21%"
"Apr 14, 2020","1.1493","1.1463","1.1519","1.1441","0.31%"
"Apr 13, 2020","1.1457","1.1389","1.1487","1.1369","0.64%"
"Apr 10, 2020","1.1384","1.1397","1.1419","1.1379","-0.09%"
"Apr 09, 2020","1.1394","1.1406","1.1463","1.1379","-0.09%"
"Apr 08, 2020","1.1404","1.1322","1.1436","1.1313","0.76%"
"Apr 07, 2020","1.1318","1.1331","1.1364","1.1279","-0.09%"
"Apr 06, 2020","1.1328","1.1349","1.1412","1.1291","-0.11%"
"Apr 03, 2020","1.1341","1.1415","1.1443","1.1314","-0.61%"
"Apr 02, 2020","1.1411","1.1287","1.1444","1.1279","1.11%"
"Apr 01, 2020","1.1286","1.1258","1.1384","1.1220","0.28%"
"Mar 31, 2020","1.1255","1.1242","1.1350","1.1144","0.17%"
"Mar 30, 2020","1.1236","1.1178","1.1279","1.1121","0.53%"
"Mar 27, 2020","1.1177","1.1064","1.1231","1.0994","1.05%"
"Mar 26, 2020","1.1061","1.0924","1.1070","1.0820","1.35%"
"Mar 25, 2020","1.0914","1.0898","1.1046","1.0779","0.17%"
"Mar 24, 2020","1.0895","1.0769","1.0937","1.0723","1.19%"
"Mar 23, 2020","1.0767","1.0905","1.0976","1.0649","-1.07%"
"Mar 20, 2020","1.0884","1.0743","1.1118","1.0704","1.34%"
"Mar 19, 2020","1.0740","1.0641","1.0964","1.0523","0.97%"
"Mar 18, 2020","1.0637","1.0960","1.1028","1.0601","-2.92%"
"Mar 17, 2020","1.0957","1.0972","1.1033","1.0936","-0.08%"
"Mar 16, 2020","1.0966","1.1065","1.1130","1.0927","-0.78%"
"Mar 13, 2020","1.1052","1.1241","1.1308","1.1048","-1.65%"
"Mar 12, 2020","1.1237","1.1374","1.1398","1.1217","-1.20%"
"Mar 11, 2020","1.1374","1.1440","1.1479","1.1309","-0.58%"
"Mar 10, 2020","1.1440","1.1474","1.1521","1.1383","-0.24%"
"Mar 09, 2020","1.1467","1.1554","1.1563","1.1394","-0.80%"
"Mar 06, 2020","1.1559","1.1535","1.1566","1.1468","0.23%"
"Mar 05, 2020","1.1532","1.1559","1.1601","1.1510","-0.20%"
"Mar 04, 2020","1.1555","1.1468","1.1564","1.1435","0.80%"
"Mar 03, 2020","1.1463","1.1454","1.1521","1.1434","0.11%"
"Mar 02, 2020","1.1450","1.1652","1.1652","1.1437","-1.51%"
"Feb 28, 2020","1.1625","1.1714","1.1737","1.1571","-0.73%"
"Feb 27, 2020","1.1711","1.1857","1.1865","1.1704","-1.22%"
"Feb 26, 2020","1.1856","1.1953","1.1969","1.1844","-0.78%"
"Feb 25, 2020","1.1949","1.1914","1.1995","1.1901","0.38%"
"Feb 24, 2020","1.1904","1.1954","1.1986","1.1891","-0.43%"
"Feb 21, 2020","1.1956","1.1944","1.1988","1.1925","0.13%"
"Feb 20, 2020","1.1940","1.1958","1.1967","1.1881","-0.11%"
"Feb 19, 2020","1.1953","1.2044","1.2057","1.1948","-0.75%"
"Feb 18, 2020","1.2043","1.2003","1.2077","1.1977","0.35%"
"Feb 17, 2020","1.2001","1.2032","1.2051","1.1995","-0.34%"
"Feb 14, 2020","1.2042","1.2034","1.2051","1.1983","0.09%"
"Feb 13, 2020","1.2031","1.1919","1.2056","1.1903","0.96%"
"Feb 12, 2020","1.1917","1.1866","1.1933","1.1858","0.46%"
"Feb 11, 2020","1.1862","1.1837","1.1878","1.1820","0.24%"
"Feb 10, 2020","1.1834","1.1775","1.1847","1.1757","0.49%"
"Feb 07, 2020","1.1776","1.1773","1.1819","1.1766","0.03%"
"Feb 06, 2020","1.1773","1.1820","1.1825","1.1767","-0.37%"
"Feb 05, 2020","1.1817","1.1798","1.1858","1.1776","0.18%"
"Feb 04, 2020","1.1796","1.1750","1.1816","1.1711","0.43%"
"Feb 03, 2020","1.1746","1.1914","1.1914","1.1738","-1.26%"
"Jan 31, 2020","1.1896","1.1870","1.1925","1.1856","0.24%"
"Jan 30, 2020","1.1867","1.1826","1.1889","1.1781","0.38%"
"Jan 29, 2020","1.1822","1.1820","1.1840","1.1807","0.04%"
"Jan 28, 2020","1.1817","1.1848","1.1858","1.1793","-0.24%"
"Jan 27, 2020","1.1845","1.1860","1.1894","1.1833","-0.11%"
"Jan 24, 2020","1.1858","1.1872","1.1922","1.1841","-0.08%"
"Jan 23, 2020","1.1868","1.1847","1.1883","1.1822","0.21%"
"Jan 22, 2020","1.1843","1.1774","1.1873","1.1761","0.61%"
"Jan 21, 2020","1.1771","1.1729","1.1779","1.1714","0.40%"
"Jan 20, 2020","1.1724","1.1720","1.1738","1.1689","-0.03%"
"Jan 17, 2020","1.1727","1.1745","1.1783","1.1718","-0.10%"
"Jan 16, 2020","1.1739","1.1693","1.1754","1.1679","0.44%"
"Jan 15, 2020","1.1688","1.1697","1.1715","1.1657","-0.04%"
"Jan 14, 2020","1.1693","1.1666","1.1711","1.1630","0.28%"
"Jan 13, 2020","1.1660","1.1743","1.1748","1.1650","-0.67%"
